cluster_id,cluster_type,profile_ids,event_type,primary_asset_or_service,business_function,start_date,end_date,evidence_ids,evidence_count,anchor_evidence_id,anchor_source_type,evidence_strength,entity_summary,impact_keywords,cluster_summary,confidence_score,publishers,urls,last_updated
CL-000058,INCIDENT,SP-008,SECURITY_BREACH,UNKNOWN,Vendor Risk,2025-10-07,2025-10-07,EV-D10A03F6C6,1,EV-D10A03F6C6,news,Weak,,breach,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.,0.75,Infosecurity Magazine,https://news.google.com/rss/articles/CBMigAFBVV95cUxNZGNfTWpyVTVMMFRkM0hvUHl0MHVOM2hNMlZyMTNncE1UdTMtRlRwMzZuU3ZqZkJETHR1ZFg3LWxFb05oYkJsdzlqUkpxY0JEd08xTk9mdEc1M25zOE5tdXFfai1JaUdGcVh6N3dqNFBDUGkwelRyLUVvbFRpZFctbQ?oc=5,2026-04-08T19:05:55
CL-000059,INCIDENT,SP-001,UNKNOWN,wms,Distribution Operations,2025-10-08,2025-10-08,EV-AD7E9981D4,1,EV-AD7E9981D4,news,Weak,,,UNKNOWN affecting wms in Distribution Operations.,0.5,Cargo Airports & Airline Services,https://news.google.com/rss/articles/CBMiogFBVV95cUxNOXBVREcxaDdVeUR3ZXFKd2dJdlRDRUV0d25uQjAta21Ba2RNYlF1ZnA0eXQ1RnJpZEVaOU1qQ3ExUEx2anVQQnZEM3J3QURGdlNWR18zdjlyVFN1UEpoTkdpUTVBWjlKQlVyQm13VTZqRnR1RXpFdHl3bmZhVXVLbWU2cE9UWE9jeGs0cG1OMTJPa1BjbHg1VS1UcmNSNW4zSHc?oc=5,2026-04-08T19:05:55
CL-000060,INCIDENT,SP-006,OUTAGE_APPLICATION,applications,Identity & Access Management,2025-10-08,2025-10-08,EV-0B485183C2,1,EV-0B485183C2,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Identity & Access Management.,0.5,Techzine Global,https://news.google.com/rss/articles/CBMitAFBVV95cUxQWXplc2JfOFFCT1BmeDRNYjBzTHo0dnR2d2NNUzZPbW8xWjBXbS1JMklRV2ExV3pKQ0NJU0hjT0VVTHVUWk9ubWctd3QzeE80WXlOODc0dWRpN3N4OExTc19hNlBuNEJieldCdG1fX0VwTjhCT2pnVzdvcGhnNmlyU3pmSDJSX3lYLUd3eTlfbTFtUkRxUnlXbVhSamZNQnkzS0VQa1lZaUptMGFoS3Q3SE9ybV8?oc=5,2026-04-08T19:05:55
CL-000061,INCIDENT,SP-007,SECURITY_RANSOMWARE,systems,Cybersecurity,2025-10-08,2025-10-08,EV-52E1DB27D9,1,EV-52E1DB27D9,news,Weak,,ransomware,SECURITY_RANSOMWARE affecting systems in Cybersecurity.,0.85,Rescana,https://news.google.com/rss/articles/CBMixgFBVV95cUxQNElqVjJiSGxRVW01Y1VrUTlLRkFBZksxb0Q2Tkoyd2xONFIxUWFybzJSX2pCZTRPN0VPWEFRYThqRjR2WEc1Z2pDZVRKaFpfRmtnbU9LSmQxd2ZpQ3Z6TVNUUXVueWlDTzdhQmhoZ0gyT3pBWHgwX1lsdlpFcENLLUJua2hxSDMyUHVuYnNqWV9sNGpkR1ZYT2QtTDJUUlV0R3p2WS16a3ZnQllRSjBrZzlmT2M5QzRBbFpnQkFHNE1VSGlDcnc?oc=5,2026-04-08T19:05:55
CL-000062,INCIDENT,SP-007,SECURITY_RANSOMWARE,UNKNOWN,Cybersecurity,2025-10-10,2025-10-10,EV-6C728FF3DE,1,EV-6C728FF3DE,news,Weak,,ransomware,SECURITY_RANSOMWARE affecting UNKNOWN in Cybersecurity.,0.55,Dark Reading,https://news.google.com/rss/articles/CBMikwFBVV95cUxPMXY1YmZRdmpST0Vsc2FsMmRoOGJXU2FHVUlrWTJNUlpacm9JZXhLREhteE5xbUFranhpZUdWUUZmQlNEMWRsVFJrNWtHZ3dBcnZBbkVUdG9vODBDTEpjbklpVHN3WlZpMThMa1Q5UnZzbVpkVW1mbmJOWUtLQVlEZnAxU1pHa2xzNzRZc1NYT1VkNkk?oc=5,2026-04-08T19:05:55
CL-000063,INCIDENT,SP-006,OUTAGE_APPLICATION,applications,Identity & Access Management,2025-10-13,2025-10-13,EV-685E03C6BB,1,EV-685E03C6BB,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Identity & Access Management.,0.5,BleepingComputer,https://news.google.com/rss/articles/CBMiqwFBVV95cUxONjdjOXM0dTQzTmdQaFkyWllySHFNQUd0WFN1LU5saGxvMWxzNWROSzhNUm5kVUllQ0hMRGtYaFU0YkQxT29pX2ZIeG5YQld0TmVvNVNhb3NGVndwa19oV2xKY25SUW50Wnd5QlhLcVQzSzJZeThkX2YxRjFUWmlTNVBZNDNTc2JibFEwYWstcGZmeTdaY29EUFFHUnN1aGNrYmNTdG9IMFlIWFnSAbABQVVfeXFMUEZwV1ViS2hyQlJfTEhkUk1vYkVoTC1GTUFmZWVyd2hYVnZOZkVQLU5Kbk8xMGtaSGhyZ0RQTWowRVNfMTJJQW1jN2xMaE5nOTFwcUREUFdwSldmLTVvaW05eUY1WFpjWFRzTnU5cndadjJHd0lfZmdhcE9Zczk5MG5jOXlCY1VvTE41TnNlSl9ORUdXQlRjMUl4ZWZrUTY0NGVESkhLQ2FYYktCM3Z1NlU?oc=5,2026-04-08T19:05:55
CL-000064,INCIDENT,SP-009,OUTAGE_NETWORK,network,Network Infrastructure,2025-10-13,2025-10-13,EV-B0669977DC,1,EV-B0669977DC,news,Weak,,outage,OUTAGE_NETWORK affecting network in Network Infrastructure.,0.7,Inside Towers,https://news.google.com/rss/articles/CBMikgFBVV95cUxOdnVSSE1vOVRCUU94ZDNpNGhETV9rb0pYNGtvNUNPNTViVFpZek0wN2pSQ041LVBGSEs3U2VXWFVySHFFd0RLUXBJT3lCVkM0enZUQUJRWGcyRjdxdk41Slh3VGZSY2VRLXNDRWtHeU9HZGJtQmpsNnBrU1FJUlo5QThsYmlJeFppNmh0Z1FDNVNlZw?oc=5,2026-04-08T19:05:55
CL-000065,INCIDENT,SP-004,OUTAGE_APPLICATION,applications,Transportation & Logistics,2025-10-20,2025-10-20,EV-26EE83D9C1,1,EV-26EE83D9C1,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Transportation & Logistics.,0.55,CNBC,https://news.google.com/rss/articles/CBMikwFBVV95cUxQVXZwNS1hVFpiNGJnblBnc0dHdUxFNjlmcC1UTDVEZFpBTWlrcFU5UnMtRVV5M2dBcjBpWVRfQzRiaF9YQ3ViYm1XLXZJTkY3VGc0dzhlSW5FeUxCSVprZXlqdVJEano0NVNpNVFGNzJGcVNjT3pnSWdLLUJMSGl3UGlqOTEyVEcxMWVxNDJ0aXB2OGfSAZgBQVVfeXFMT2txVXFrT25VbW9rVldPMWtvRXp4dFJZRWppSGxicFozbk5XVmZrUXVIbjljRzlTa0VaVXZBSEYzVVlqRzBCU1liaFo2WmpmV3FvRXo1SW5QWGowaXlwY1pvX2p0c3RaeE1raUhHV0tzZjBYaDh2dmJRemlXYjJzVS1CTjlval9nTmlJWW5fbXlVWDhOOFp2UmU?oc=5,2026-04-08T19:05:55
CL-000066,INCIDENT,SP-005,OUTAGE_CLOUD_REGION,cloud,Cloud Infrastructure,2025-10-20,2025-10-20,EV-78049EC956,1,EV-78049EC956,news,Weak,,outage,OUTAGE_CLOUD_REGION affecting cloud in Cloud Infrastructure.,0.6,PBS,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNTU1heVFjaGltR0oxLXM4a0U2Q0NjVW9OeW50SG1sd1l1cDAzeXpTOHVPY052Sy1mbWFya2t5SFE2Z3E5LTNtNExXOXdLeFQteTZLZnhtQ09UUk04U0cxZlNEckhydTFFS0dyVXNBR3BSWEh1aktNOHNGWkhJRG94M3hvTlA1WUZLVlc4emsxLU8xMF9Fd2xSb01JRWJjUFN5aE5sLVRIZmVXWVI0MHg2Ml9zS0RsdHJ5T3I4?oc=5,2026-04-08T19:05:55
CL-000067,INCIDENT,SP-005,OUTAGE_APPLICATION,applications,Cloud Infrastructure,2025-10-20,2025-10-20,EV-26EE83D9C1,1,EV-26EE83D9C1,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Cloud Infrastructure.,0.5,CNBC,https://news.google.com/rss/articles/CBMikwFBVV95cUxQVXZwNS1hVFpiNGJnblBnc0dHdUxFNjlmcC1UTDVEZFpBTWlrcFU5UnMtRVV5M2dBcjBpWVRfQzRiaF9YQ3ViYm1XLXZJTkY3VGc0dzhlSW5FeUxCSVprZXlqdVJEano0NVNpNVFGNzJGcVNjT3pnSWdLLUJMSGl3UGlqOTEyVEcxMWVxNDJ0aXB2OGfSAZgBQVVfeXFMT2txVXFrT25VbW9rVldPMWtvRXp4dFJZRWppSGxicFozbk5XVmZrUXVIbjljRzlTa0VaVXZBSEYzVVlqRzBCU1liaFo2WmpmV3FvRXo1SW5QWGowaXlwY1pvX2p0c3RaeE1raUhHV0tzZjBYaDh2dmJRemlXYjJzVS1CTjlval9nTmlJWW5fbXlVWDhOOFp2UmU?oc=5,2026-04-08T19:05:55
CL-000068,INCIDENT,SP-005,OUTAGE_APPLICATION,applications,Cloud Infrastructure,2025-10-20,2025-10-20,EV-1D4151CEEE,1,EV-1D4151CEEE,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Cloud Infrastructure.,0.5,The New York Times,https://news.google.com/rss/articles/CBMifkFVX3lxTFBpS3h1VGlaLXJxenZyTWMtWThhRFVMSWxPTTh0X3NkVFc3OFhYRWpINkRlY0hLNE1tZHprNEpvc19kT1p2SnluMUpjZHAyV0c1NVZwcXEwSlBwX3EzLXpKZXM1eWFtbm1OZkZjRHRKVWllTmFhdVpEaGN3azRRQQ?oc=5,2026-04-08T19:05:55
CL-000069,INCIDENT,SP-005,OUTAGE_APPLICATION,applications,Cloud Infrastructure,2025-10-20,2025-10-20,EV-72BFA872E1,1,EV-72BFA872E1,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Cloud Infrastructure.,0.5,NPR,https://news.google.com/rss/articles/CBMiZkFVX3lxTE5hVW9PVlZ3T21XNUtXTHFMbHBvcDJ2UHFoX2piVGZfS3Y3cExjZDJsY2cxNndoRWh1Q09jTmVfdGZfZVplbHN6VS1VaExGbGt3NkFvcW56bGlzUTdTbEJ6UE9WR0pMdw?oc=5,2026-04-08T19:05:55
CL-000070,INCIDENT,SP-006,OUTAGE_APPLICATION,applications,Identity & Access Management,2025-10-20,2025-10-20,EV-9BFF338D52,1,EV-9BFF338D52,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Identity & Access Management.,0.5,pandasecurity.com,https://news.google.com/rss/articles/CBMigAFBVV95cUxQaDUyN3BZa0VYZ1JIWXNmeTNQTkE3VGRSbzFoVEQ4cnAzNzRORHBiV3JkVTc2MGlWWHU0V3RqTmE1d1RGT29ZR0J5dUJKZ0ROdHMwMEVqLVdjQi1aTFNFWmp0M3k2RHByaDcxVl9OU2lhLUtnVl9TaXJvQWZkYkw0SNIBiAFBVV95cUxPT1VYNFFpaWw4WWtyUGMtak9aS1pIMVNiR1ZjMzFENTdiSTN1M3d3b19xR0lzYWRwU0R0eDN3R2lwanN5MXdyaHRNbk9iNTBBcVd4akR5Y2I3dHNsOXo1V2pUYjhCd0FhamR3dEhhdVpkQzl2a0c0ZjhwWEc1MjUwQWpjU2VPRmtK?oc=5,2026-04-08T19:05:55
CL-000071,INCIDENT,SP-007,UNKNOWN,UNKNOWN,Cybersecurity,2025-10-20,2025-10-20,EV-819AF89C85,1,EV-819AF89C85,news,Weak,,,UNKNOWN affecting UNKNOWN in Cybersecurity.,0.55,Cyber Magazine,https://news.google.com/rss/articles/CBMiggFBVV95cUxNVVJFRG1RclQyT2ZPV3RvaktXUGpQRTFwaHFYeGplRF9ZVjdQejdrNzc1MDFjMXJUdS1LYTg4OFk3cUYzZ0c5TUhoMXZ1SG5qdldlcllaV0J5V2JpRy0xMTQ5SVRCWFdnSmtMcHhDdVNhNl9EYmNqY0hOX3QzSzdQT1B3?oc=5,2026-04-08T19:05:55
CL-000072,INCIDENT,SP-007,UNKNOWN,UNKNOWN,Cybersecurity,2025-10-20,2025-10-20,EV-B36F8787B7,1,EV-B36F8787B7,news,Weak,,,UNKNOWN affecting UNKNOWN in Cybersecurity.,0.55,Manufacturing Digital,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQbU5lRWYwcV81ZmktRXc4T1lQMDVyODVUbzdlTUpmMXVCenQ2NHhDZVdLRmZqWVpJYzdITTZINTRZNXhTR2dkTGFFd1ByN1oxd0tNeEhaZ2dCOWdSMkxnZmF6bm82QjlLQ2s3b2tjUzRZVkZpSGtyYkZub0Rqb2pvZEw0NldFS0V6RGZN?oc=5,2026-04-08T19:05:55
CL-000073,INCIDENT,SP-001,OUTAGE_CLOUD_REGION,cloud,Distribution Operations,2025-10-21,2025-10-21,EV-408A067684,1,EV-408A067684,news,Weak,,outage,OUTAGE_CLOUD_REGION affecting cloud in Distribution Operations.,0.7,Logistics Viewpoints,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNSWlCSnh2WWtpMncyb0tCV044MzBhMk5uclhGY2p5MmtyWFZabEx3cm1wNEJUTExNQnNYRlBCUnBlTUM2MUNCUlZqWnJSZVcyM0ZpUmVyWTRTSlMyd3gwcV8tZnd4WVdXbU0zU0FpYUZXQUh3OXZzU1BXSllUd1FkTFVXZXNlWTB1TnBrcUFLVFVhOTg2RTdhcDdqN0pBTzBaX2JVdkJ6RVY?oc=5,2026-04-08T19:05:55
CL-000074,INCIDENT,SP-002,OUTAGE_CLOUD_REGION,cloud,Order Processing,2025-10-21,2025-10-21,EV-3AA80863BB,1,EV-3AA80863BB,news,Weak,,outage,OUTAGE_CLOUD_REGION affecting cloud in Order Processing.,0.85,Financial Executives International,https://news.google.com/rss/articles/CBMiogFBVV95cUxQc014MEJiUzMtdGIyYkhmcndfS0wxOHU4RFY0YUQyeUx5ZTdNblRmaUFHQ01uRFgtSU5mRXRFVEc3cC1vVDZuT29WeVJGWHFYTnM4MGtiVkc3LUhXSWdxYXlxcVkzZWctZkhLSVhxQTA5VkJJNjI5X1lwNVZ1WWtVUUIyMG9aYjVsLS1ldzhJdmktRE5iOE1uM0dLN1lIeDRiU0E?oc=5,2026-04-08T19:05:55
CL-000075,INCIDENT,SP-005,OUTAGE_CLOUD_REGION,cloud,Cloud Infrastructure,2025-10-21,2025-10-21,EV-A866428D1D,1,EV-A866428D1D,news,Weak,,outage,OUTAGE_CLOUD_REGION affecting cloud in Cloud Infrastructure.,0.8,Reuters,https://news.google.com/rss/articles/CBMitwFBVV95cUxOeE4ycmlacV9XMzUzeE83dnZlcUV4c3RBNXJkMlhkSUxaTmhKQjNyV0dDbTJWRW9nUE8teU1MczY0dTZKUFVkSW9jNnJHVVFlQkhQNklXNlV0bkx1dy1STk9lZjM0ZE1JMVFnbmdzdGltRU1Wd21Nbm9GUDFqZmhpWmJGaER4ZGRxOFNfYzNvNmN6ZEFZYTdJVkdsdjRDbWZnRHlhbmh1NXpjdzFuNjBLeldkd3ZramM?oc=5,2026-04-08T19:05:55
CL-000076,INCIDENT,SP-005,OUTAGE_APPLICATION,applications,Cloud Infrastructure,2025-10-21,2025-10-21,EV-11800E9AD3,1,EV-11800E9AD3,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Cloud Infrastructure.,0.5,Al Jazeera,https://news.google.com/rss/articles/CBMitAFBVV95cUxPMEU5X0J6LTgzZnFSR0RtYVlGUFhXSVNIcGFxaFRqWVlKV1A0RjhiM0plN2p0MmxRWnVDaGdjY1JFRXVCLXlUWllySmRpTnBmeC1DZ0lOQTNOOTVXcHJ3U0VsZzV6R1kzTlp0RE83Z0Exd2NDR000M3RzMlVNdnNIbC1jQ0kzZTFMdTFPT0dfYW5tc1dUaVE2ZGFZWm1QYlBCZ0FadUJBUGVCdndReHB4bW9EQnHSAboBQVVfeXFMUDNPdV9GcVJva2cyNTdkcXp2UWRRMDl0WmdyRVBjZ082S2djY3pyT05HbWhPUFByQ29VTFl1YV9neTZyWi1hTlR2QWxDMDRZR3ZuR1MwTmlBdHJXNW00eTc3SjFIUmlQbFpNNzNDNXJtcXhyYTZiWExVZkQtUXdBb0RkVjNnVnUyVHRJVkhIVTNlVklwOWtFY3dJaHdudVhaWnZEQ0pMeXNzWnh5RXN4ZVNtR0R6Um5qRE5R?oc=5,2026-04-08T19:05:55
CL-000077,INCIDENT,SP-005,OUTAGE_APPLICATION,applications,Cloud Infrastructure,2025-10-21,2025-10-21,EV-5808E45BDF,1,EV-5808E45BDF,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Cloud Infrastructure.,0.5,BBC,https://news.google.com/rss/articles/CBMiWkFVX3lxTE1DaTN0U29qNTJPbXdvMHBoeV9SNVd3THRCQVVQUVZjY2tYZ1ZvZ0FQcHhCdURIM0hBaG5qd21vbFN2TklxUXZwZDZPM0RwQjJiQ25LbEpRWXdfdw?oc=5,2026-04-08T19:05:55
CL-000078,INCIDENT,SP-014,CYBER_OPERATIONAL_DISRUPTION,UNKNOWN,IT Operations,2025-10-21,2025-10-21,EV-EB42DD50B1,1,EV-EB42DD50B1,news,Weak,,disruption,CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations.,0.65,The HIPAA Journal,https://news.google.com/rss/articles/CBMic0FVX3lxTE9FVEFFbGs4R3BpeFNfeDBka0MxSkN6c2xXU0taaFRPcWpldEhrQzhzMUJPbjNVa1JoN1JEQnJ3Y29EN0UxVW9YZkYxTVN0eWlOS3FWWlVKc0lKMXJOSzk3UUJIZHF4U25OQUFYNVlPNC0tN1U?oc=5,2026-04-08T19:05:55
CL-000079,INCIDENT,SP-001,OUTAGE_APPLICATION,applications,Distribution Operations,2025-10-22,2025-10-22,EV-75886AD250,1,EV-75886AD250,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Distribution Operations.,0.55,Transport Intelligence,https://news.google.com/rss/articles/CBMiekFVX3lxTE44bldQaDNubHVYck9FcTRxZ0NObUtnS0s2UHVDalpwZEhwbWVJNmVkcVRSMWtaU0dCTk84c0REbUdPemhCUmhFQVgxRV94TjJ1ODVYRGw4alNRNnZZaGRIeERDV3JpMk1ITVFNNk1FaGt1NzIzTmF6S19n?oc=5,2026-04-08T19:05:55
CL-000080,INCIDENT,SP-008,SECURITY_BREACH,UNKNOWN,Vendor Risk,2025-10-22,2025-10-22,EV-878878A83D,1,EV-878878A83D,news,Weak,,breach,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.,0.75,Daily Montanan,https://news.google.com/rss/articles/CBMizAFBVV95cUxQMnU4eTkyYTkzb2Ryc0tBeWpFZXhBUXRXNEphRjV6WUh3Zy1JdkF6YUhqcU1tVjNzMDRtVjJRTFZNNmlVTWhoblhsYmxGNGRIZnJGczhsVUZFVnJHaTU2ZUY2dm5lcmRsV3ZLYTI1WVF5b1FScDRCZVZJaU1ZTExybFdOUlBFYnE4RGx2a0RZTFJpTndld3BfaHp4Z3Y0SWJCNm1RbTltZWhtQmhEWW12UHFwa2tRS3poMEtQdUFHUllaU2J6aWlwaDNMQlA?oc=5,2026-04-08T19:05:55
CL-000081,INCIDENT,SP-001,OUTAGE_APPLICATION,endpoints,Distribution Operations,2025-10-24,2025-10-24,EV-C6FE05F8CA,1,EV-C6FE05F8CA,news,Weak,,downtime,OUTAGE_APPLICATION affecting endpoints in Distribution Operations.,0.5,Microsoft,https://news.google.com/rss/articles/CBMigAFBVV95cUxOcU9ma0JZaWo0SVdINVhDVS1SN2FRbDlLbTl4WVhkMDlEbUNhQWVwTlh4eTRGekpheVhwU0RHek1ud0dWdkM4VUNleDdFcmE0MlZKa0FDZXBKSEVZQUNIOXFXU2hfb2lnb0hXSXVGcXFQU19wSk9VdXBxajhsUEN5bA?oc=5,2026-04-08T19:05:55
CL-000082,INCIDENT,SP-006,OUTAGE_APPLICATION,applications,Identity & Access Management,2025-10-29,2025-10-29,EV-27FC037FF6,1,EV-27FC037FF6,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Identity & Access Management.,0.5,Beat of Hawaii,https://news.google.com/rss/articles/CBMijgFBVV95cUxQVUVlRWdPTjVWT0lEZnNYUGl4RVZOYWM2b2dfUWtpNEEzMEE3aWJ3Sld5UGpMbGdMcGxPc0xaZVM0X0ZUM2otaUN1QnVGa0N6ZzZmYU1sRjExWm9VTmZfWVRZajhwOGRQTlFzVGRpbFd1aHlLWEphelNBaThqM2x1RUpUejh5QmJTb0NPVnFR?oc=5,2026-04-08T19:05:55
CL-000083,INCIDENT,SP-007,UNKNOWN,UNKNOWN,Cybersecurity,2025-10-29,2025-10-29,EV-17CEA0B36C,1,EV-17CEA0B36C,news,Weak,,,UNKNOWN affecting UNKNOWN in Cybersecurity.,0.55,Foley & Lardner LLP,https://news.google.com/rss/articles/CBMixgFBVV95cUxQTUR3SFNDMi05Z25wYWNRVzNfT3hVa0xWc1pERTNMcXQ4T3QtRTF2bV9oSDZCV1MzSVozaXRoNXQ3Z1VuSzI0czVYS3NfUnR2c0hJcklBeGszbUV3Y2l1WTNJU3lwWC12QzA5b2pDeTlNU2R6V1Q0ejIweDRNa1I1SUljSkZjN3N4T0tBdDJoRU4zWjhXTjRNQWpKT2M4NFd3bFhIdVBTa0ttaUhKbWQwYjJocXVwbXR0c1U2allodk5LSnBwR1E?oc=5,2026-04-08T19:05:55
CL-000084,INCIDENT,SP-007,SECURITY_BREACH,UNKNOWN,Cybersecurity,2025-11-03,2025-11-03,EV-0D9BA75B81,1,EV-0D9BA75B81,news,Weak,,leak,SECURITY_BREACH affecting UNKNOWN in Cybersecurity.,0.5,The Record from Recorded Future News,https://news.google.com/rss/articles/CBMiekFVX3lxTE5GVHZBNTloWkRGZ2FucTJTWUVRdmNVNmNzOFExZnNhcFNPYW5JR3dfN3hfMUVIc0JVVldXVERkTEVkT2RMRVlqN0xWZTJUdzBJcUVVc3BacU9yekJ4TzAyRGZNRkwxaWJoVUFzQk5QSnBxYzVRQThlZVNB?oc=5,2026-04-08T19:05:55
CL-000085,INCIDENT,SP-010,UNKNOWN,UNKNOWN,Physical Infrastructure,2025-11-05,2025-11-05,EV-81294C7FD7,1,EV-81294C7FD7,news,Weak,,,UNKNOWN affecting UNKNOWN in Physical Infrastructure.,0.5,Reuters,https://news.google.com/rss/articles/CBMitAFBVV95cUxNMFU4VXJ6T0l6VGRhalUwY3hYc1I1VDdfcmYtMjIwZGdCNHdBNTV2YWhZRl9hNDdZSTVfS3FKZUFQZDBaN3FrLVEySFM0MTRBSkdtdG1jVEhmUnA1X09QcmloUm84Yy1oWEY4cWxINGdiOGxOYzlzaGVHY285S2lXSVVPcnVzTjBLQU11V1dmTzhzek44TjVpOE1qWFllSnpWemIyaVV5eE5GaEIzSlhTQTZHanM?oc=5,2026-04-08T19:05:55
CL-000086,INCIDENT,SP-007,SECURITY_RANSOMWARE,UNKNOWN,Cybersecurity,2025-11-07,2025-11-07,EV-D5633886D1,1,EV-D5633886D1,news,Weak,,ransomware,SECURITY_RANSOMWARE affecting UNKNOWN in Cybersecurity.,0.55,cyfirma,https://news.google.com/rss/articles/CBMidEFVX3lxTE9NRFY5Vm5lcm9mVlBtTGFHZGRDSzNkWW9FMlAydl81OThPR0JtZXFJTGZ4Z3oyNkd2MlhPVnNXUWNXYU5SaUNHbGN6WkUtSmhCVTg2Y0dLS05RUmN2VFdFQnRjYlRMS2VzTHpjYkI4eEhjWG1P?oc=5,2026-04-08T19:05:55
CL-000087,INCIDENT,SP-012,UNKNOWN,systems,Procurement & Supply Chain,2025-11-14,2025-11-14,EV-56CA833C39,1,EV-56CA833C39,news,Weak,,,UNKNOWN affecting systems in Procurement & Supply Chain.,0.5,The Palm Beach Post,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPRDZIbk8xdkhHRmdlcDFZb2o5bzhWRndhTnRvS3BmV2FNbF96WEJ0Q3lvRXd5QkNSYVp4ZVpLZFE3U243WmpkcHoyNXplSkIxSXlJT2xUVnh4RU5rTDZEZHFlNWJMeFc3S3NyTEVzeGhDcU1mSW1Kd3NHUTJaZUlNel96WTVzVWl6bFB5d0pLR183MVNxRWNlMkJXbmVnUzI1LS1GZm5idkxremFObjkwYzI2QmlMZE0xU3hpc1M2S2Fhd1BPOVROWGt1MVIxNmRv?oc=5,2026-04-08T19:05:55
CL-000088,INCIDENT,SP-002,OUTAGE_APPLICATION,applications,Order Processing,2025-11-17,2025-11-17,EV-9608ABD6D4,1,EV-9608ABD6D4,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Order Processing.,0.55,theregister.com,https://news.google.com/rss/articles/CBMiaEFVX3lxTE9TTkp4ZjFVd1B1Zm5Wekp3dmpmS19OSTYzeHhyeGtYXzZkRnZMUGFKRnRNY1NvMnBpYWE5TVRMZUM2S3N0Z2kyS3Etd1pQWDlKb19ZTzBKNVNNX0c2OEt3eHpxS3Y3NUZ6?oc=5,2026-04-08T19:05:55
CL-000089,INCIDENT,SP-003,OUTAGE_APPLICATION,applications,Supplier Integration,2025-11-18,2025-11-18,EV-EB824C9228,1,EV-EB824C9228,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Supplier Integration.,0.55,Axios,https://news.google.com/rss/articles/CBMieEFVX3lxTE5JMUFFVkJwQ1ZFQXMya2g2TjZELXRVeE0wdVN0ZFE1SS02NnlMTnZ4NmVyQ3I0S1RBOEFMTUVCelVwNUpwejUzaDRfbGlfOU5ua2xxUUhmWkxlWnpmUXR2UGVmVlhoc2VYZXVXeF9rM09rY1hYZ1FFbw?oc=5,2026-04-08T19:05:55
CL-000090,INCIDENT,SP-009,OUTAGE_APPLICATION,applications,Network Infrastructure,2025-11-18,2025-11-18,EV-CB9E435C2F,1,EV-CB9E435C2F,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Network Infrastructure.,0.55,The Cloudflare Blog,https://news.google.com/rss/articles/CBMiYkFVX3lxTFBtNEtuR1ZlR0Vsa2tNa2k4MEMtYzlreXV2alBhN1lvMHB2cHBEVV93cld2ZExoRHRKWFJpUl9nMjE0M0NtaFVsU3hDMXBfMEJrbGpzMmFqVXh3UGthSUlJaEtR?oc=5,2026-04-08T19:05:55
CL-000091,INCIDENT,SP-004,UNKNOWN,UNKNOWN,Transportation & Logistics,2025-11-20,2025-11-20,EV-15BE96189B,1,EV-15BE96189B,news,Weak,,,UNKNOWN affecting UNKNOWN in Transportation & Logistics.,0.5,Logistics Viewpoints,https://news.google.com/rss/articles/CBMioAFBVV95cUxOMzlQYjZaNVl5czE3c1BTbGlDUExCakMtVUJGeV9JMFpPNzRaTEd6RFY2bTR6X1lLcm1FYWJsSGxabGprYU5KQmhUN0FjNnM2VFlsTHdyR3oxV1c5OVJuNDI4MXdDeUZCU1RKbkFpVW44NlY3UG93TmNocVFsLUFsd0xjV3VaLUtLR3RoQVpBWHN3am9mU21IM0Y5REsyM1Vj?oc=5,2026-04-08T19:05:55
CL-000092,INCIDENT,SP-008,SECURITY_BREACH,UNKNOWN,Vendor Risk,2025-11-20,2025-11-20,EV-A5CDE23DBF,1,EV-A5CDE23DBF,news,Weak,,breach,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.,0.75,CyberScoop,https://news.google.com/rss/articles/CBMibkFVX3lxTFBDYlVna2UyOUo0OHJscW5BZ3JsQ3lReGtVN242cFdtTDc0NFpiNFM0THNoRV9SamxyaEFVQUFJRFA3WmVoVFdTU0FpS0tBWkljck1xLUFNNWN4M3FxeDNtcGo3dVRKS2lQMGlBSEt3?oc=5,2026-04-08T19:05:55
